Borough,DOF Gross Floor Area,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Metered Areas (Energy),Metered Areas  (Water),ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Water Required?
Brooklyn,121279,Manufacturing/Industrial Plant,121279,1930,1,100,Whole Building,Not Available,Not Available,74.4,77.2,14.9,0.3,187.1,2862987.2,32113.8,6154542.9,1803793.1,723.2,152.1,571.1,121279,Not Available,Not Available,184.1,No
Brooklyn,83636,Non-Refrigerated Warehouse,167272,1964,1,100,Whole Building,Whole Building,93,8.6,9.1,1.4,0,19.7,617900,6974.4,816625.8,239339.3,108.6,32.8,75.8,167272,328.3,1.96,19.2,No
Brooklyn,99750,Non-Refrigerated Warehouse,99750,1964,1,90,Whole Building,Whole Building,96,17.1,20.7,0.1,0.2,22.2,1689600.2,20504.4,18400.9,5393,91.5,89.7,1.7,99750,159.9,1.6,18.4,Yes
Brooklyn,64000,Multifamily Housing,73600,1920,1,100,Whole Building,Not Available,19,29.6,29.6,8.7,Not Available,92.9,Not Available,Not Available,2176757,637970.9,202,0,202,73600,256.6,3.49,92.9,Yes
Brooklyn,91188,Other,91188,1930,1,100,Whole Building,Not Available,Not Available,99.6,99.6,16,0.5,218.4,4119899.7,41199,4965026.3,1455165.8,679.6,218.8,460.8,91188,Not Available,Not Available,218.4,Yes
Brooklyn,125400,Office,125000,1931,1,100,Whole Building,Whole Building,100,33.6,33.6,1.6,0.3,46.6,3519933.5,35199.3,678488.4,198853.6,249.9,187,63,125000,1853.7,14.83,46.6,Yes
,,Refrigerated Warehouse,51956,1923,1,75,Whole Building,Whole Building,71,47.2,46.3,13.6,Not Available,145.3,Not Available,Not Available,2453104.1,704442.8,227.6,0,227.6,51956,1172,22.56,148.3,Yes
Brooklyn,63700,Distribution Center,48000,1931,1,100,Whole Building,Whole Building,74,29.6,Not Available,Not Available,Not Available,Not Available,1005751.9,Not Available,1006625.2,Not Available,146.8,53.4,93.4,68000,Not Available,Not Available,62,Yes
Brooklyn,80332,Multifamily Housing,80332,1931,1,100,Whole Building,Not Available,71,35.4,35.8,9.3,0,103.6,304100,3364.5,2537077.9,743574.9,251.6,16.2,235.4,80332,Not Available,Not Available,103.1,No
Brooklyn,54750,Self-Storage Facility,54750,2011,1,100,Whole Building,Not Available,Not Available,16.3,18.1,2.3,0.1,35.6,460276.8,5585.8,434200.1,127256.8,64.7,24.4,40.3,54750,0.2,0,33.7,No
Brooklyn,79352,Office,84000,1930,1,100,Whole Building,Not Available,88,58,Not Available,8.8,0.1,Not Available,421900,4219,2568342.3,738270.1,402.5,164.2,238.3,84000,Not Available,Not Available,123.9,Yes
Brooklyn,102695,Multifamily Housing,102700,1984,1,100,Whole Building,Not Available,56,76.2,81,4.6,0.7,118.1,6204257.4,66904.2,1625290.9,476345.5,480.4,329.5,150.8,102700,6140.4,59.79,113.1,No
Brooklyn,52500,Multifamily Housing,52780,2009,1,100,Whole Building,Whole Building,44,30.2,30.2,8.9,Not Available,94.9,Not Available,Not Available,1595629.6,467652.2,148.1,0,148.1,52780,1285.9,24.36,94.9,Yes
Brooklyn,67600,Multifamily Housing,84500,2011,1,100,Whole Building,Not Available,51,32.6,33.5,7.3,0.1,87.3,649800,7269.5,2106742.8,617450.9,230,34.5,195.5,84500,Not Available,Not Available,86.4,Yes
Brooklyn,74978,Multifamily Housing,74978,2012,1,100,Whole Building,Whole Building,50,40.3,40.3,11.8,Not Available,126.5,Not Available,Not Available,3021141.8,885445.9,280.4,0,280.4,74978,Not Available,Not Available,126.5,No
Brooklyn,79400,Multifamily Housing,80000,1939,1,80,Whole Building,Not Available,1,371.2,414.4,3.3,4,458.4,28807201.5,322614.4,890359.5,260949.4,1612.7,1530.1,82.6,80000,5144.7,64.31,413,Yes
Brooklyn,72000,Manufacturing/Industrial Plant,72000,1870,1,100,Whole Building,Whole Building,Not Available,16.2,16.2,4.7,Not Available,50.8,Not Available,Not Available,1165539.2,341600,108.2,0,108.2,72000,3,0.04,50.8,No
Brooklyn,80000,Non-Refrigerated Warehouse,80000,1946,1,100,Whole Building,Whole Building,88,12.7,12.7,3,0,34.7,195316.1,1953.2,818470.8,239880,86.3,10.4,76,80000,Not Available,Not Available,34.7,Yes
Brooklyn,96000,Multifamily Housing,102000,1942,1,100,Whole Building,Not Available,30,46.1,47.4,8,0.2,106.7,1906199.9,20602.5,2800897,813619.1,361.2,101.2,259.9,102000,5181.1,50.8,105.8,No
Brooklyn,90352,Other,90352,1932,1,100,Whole Building,Whole Building,Not Available,49.8,54.1,4.9,0.4,91.6,2991108.2,33789.3,1506392.9,441498.5,298.7,158.9,139.8,90352,371.8,4.11,87.1,Yes
Brooklyn,52370,Supermarket/Grocery Store,52370,1969,1,100,Whole Building,Whole Building,79,253.8,258.1,42.1,1.1,571.2,5770674.6,59969.4,7521007.2,2204280.9,1004.5,306.5,697.9,52370,1930.8,36.87,566.6,Yes
Brooklyn,52650,Multifamily Housing,53650,2009,1,100,Whole Building,Whole Building,95,60.8,63.6,3.9,0.5,94.4,2537761,27062.6,724934.7,207494.2,202.1,134.8,67.3,53650,5125.2,95.53,92.1,Yes
Brooklyn,128882,Multifamily Housing,151123,2010,1,100,Whole Building,Whole Building,93,47.7,49.9,5,0.3,88.4,4609166.7,49485.5,2599388.6,761837.1,486,244.8,241.2,151123,Not Available,Not Available,86,Yes
Brooklyn,140000,Other,130000,1910,1,100,Whole Building,Not Available,Not Available,50.5,49.7,14.6,0,156,0,0,6568444.2,1893207.1,609.5,0,609.5,130000,Not Available,Not Available,158.7,Yes
Brooklyn,58498,Multifamily Housing,58617,2015,1,100,Whole Building,Not Available,100,22.6,23.7,6.2,0,69.1,146033,1460.3,1175852.7,363756.1,116.9,7.8,109.1,58617,Not Available,Not Available,65.6,Yes
Brooklyn,65371,Multifamily Housing,64371,1998,1,100,Whole Building,Not Available,Not Available,88.9,92.8,5.9,0.7,139.2,4444799.7,47611.2,1363888.1,382480.8,362.7,236.1,126.6,65371,5457.5,83.48,136.9,No
Brooklyn,138761,Multifamily Housing,117961,2007,2,100,Whole Building,Whole Building,98,51.5,54.6,2.8,0.4,77.5,5811246.8,62388.3,1339498.2,392584.4,433,308.7,124.3,138761,8057.4,58.07,74.3,Yes
Brooklyn,304080,Distribution Center,319284,1988,1,100,Whole Building,Not Available,86,18.7,20.6,2.8,0.1,41.5,2913900.1,35162.7,3048450.9,893449.7,437.7,154.8,282.9,319284,Not Available,Not Available,39.6,Yes
Brooklyn,80936,Multifamily Housing,78204,2010,1,100,Whole Building,Whole Building,Not Available,48.3,50.6,4.5,0.4,85.4,2616816.6,28330.5,1283141.1,366366.5,258.1,139,119.1,80749,3454.8,42.78,83.9,Yes
Brooklyn,88427,Multifamily Housing,51800,2009,1,100,Whole Building,Whole Building,Not Available,82.4,86.5,5.9,0.7,133,3339100.9,36158.3,1149634.6,322119,284,177.4,106.7,54500,4116.5,75.53,130.6,No
Brooklyn,78162,Multifamily Housing,78162,2004,1,100,Whole Building,Whole Building,45,89,94,6.6,0.7,146,5085133.1,55764,1874153.5,518777.6,444,270.1,173.9,78162,6131.4,78.44,143.6,Yes
Brooklyn,153000,Non-Refrigerated Warehouse,154639,1950,1,5,Whole Building,Whole Building,Not Available,33.9,Not Available,2.4,0.3,Not Available,3897317.1,45281.5,1278974.8,374846,331.1,212.4,118.7,154639,183.4,1.19,52.9,No
Brooklyn,56547,Multifamily Housing,56547,2007,1,100,Whole Building,Whole Building,67,80.5,85.2,5,0.7,125.2,3551031.7,38505.9,999840.6,283278.6,281.4,188.6,92.8,56547,4067,71.92,121.5,No
Brooklyn,145000,Non-Refrigerated Warehouse,153000,1955,1,100,Whole Building,Not Available,29,35,38.4,3.1,0.3,62.8,3708499.9,42435.1,1638918.1,480339.3,349.1,197,152.1,153000,260.5,1.7,59.1,Yes
Brooklyn,97303,Multifamily Housing,97303,2006,1,100,Whole Building,Whole Building,18,91.4,97.1,6.5,0.7,148.3,6641528,72895.5,2252940.2,632824.9,561.8,352.8,209.1,97303,7264.9,74.66,144.4,Yes
Brooklyn,65402,Multifamily Housing,65402,1931,1,95,Whole Building,Whole Building,71,77.2,81.6,5.5,0.6,125.1,3782925.6,41069,1267411.3,361257.7,318.5,200.9,117.6,65402,Not Available,Not Available,121.6,Yes
Brooklyn,101712,Multifamily Housing,118664,1930,1,100,Whole Building,Not Available,Not Available,4.5,4.5,1.3,Not Available,14.1,Not Available,Not Available,531183.6,155681,49.3,0,49.3,118664,126.4,1.07,14.1,Yes
Brooklyn,84400,Other,46000,1920,1,100,Whole Building,Whole Building,Not Available,84.5,87.3,7.8,0.6,147.1,4065233.2,43726.2,2015655.4,560307.5,403,215.9,187.1,72000,4268.6,59.29,147.2,No
Brooklyn,57125,Multifamily Housing,65693,1931,1,100,Whole Building,Not Available,84,29,30.4,5.4,0.1,70.1,707700,7955.9,1200119.8,351735,149,37.6,111.4,65693,Not Available,Not Available,68.7,No
Brooklyn,52388,Multifamily Housing,46500,1931,1,100,Whole Building,Whole Building,Not Available,19.2,Not Available,Not Available,Not Available,Not Available,0,Not Available,1379442.3,Not Available,128,0,128,71900,Not Available,Not Available,60.2,Yes
Brooklyn,67638,Multifamily Housing,67638,2002,1,100,Whole Building,Whole Building,68,80.4,86,4.9,0.7,125.1,4317433,46958,1123812.9,329370.7,333.6,229.3,104.3,67638,3573.4,52.83,119.2,Yes
Brooklyn,82500,Multifamily Housing,59000,2011,1,100,Whole Building,Not Available,86,67.3,69.3,8.3,0.4,131.9,2269200.1,24198.5,1703992.2,489114.8,278.7,120.5,158.1,59000,Not Available,Not Available,131.1,Yes
Brooklyn,62075,Other,67000,1920,1,100,Whole Building,Whole Building,Not Available,45.5,47.2,4.5,0.3,81.6,1958645.1,21325.5,1093184.4,301562.5,205.5,104,101.4,67000,1806.5,26.96,81.9,No
Brooklyn,57257,Multifamily Housing,57257,1919,1,100,Whole Building,Whole Building,4,126.7,132.9,10.8,1,216.6,5142799.9,54962.8,2112477.4,619131.6,469.2,273.2,196,57257,3256.9,56.88,210.2,No
Brooklyn,101957,Multifamily Housing,101957,2012,1,95,Whole Building,Not Available,63,65.8,68,7.9,0.4,128.1,3885866.7,41682.4,2818130.7,810485.3,467.9,206.4,261.5,101957,Not Available,Not Available,126.8,Yes
Brooklyn,74250,Multifamily Housing,74250,1992,1,100,Whole Building,Whole Building,100,36.9,39.6,2,0.3,56.1,2201661.2,24295.3,539992.2,150702.4,167.1,116.9,50.1,74250,2250.9,30.31,54,No
Brooklyn,166044,Multifamily Housing,121575,1954,1,100,Whole Building,Not Available,100,12.3,12.3,3.5,0,37.6,57500,575,1436588.5,421040,136.4,3.1,133.3,121575,Not Available,Not Available,37.6,Yes
Brooklyn,77961,Multifamily Housing,57361,2008,1,100,Whole Building,Whole Building,99,38.9,38.2,4.6,0.2,72.7,1539790.9,15397.9,1102467,310417.7,184.1,81.8,102.3,67961,1947.2,28.65,74.7,Yes
Brooklyn,71326,Multifamily Housing,71326,1990,1,100,Whole Building,Whole Building,94,62.8,66.2,3.9,0.5,97.4,3494121.6,37740,986719.4,278373.4,277.2,185.6,91.6,71326,4287.6,60.11,94.9,No
Brooklyn,107000,Multifamily Housing,107000,1988,1,100,Whole Building,Whole Building,87,71.1,74.9,4.3,0.6,109.5,5956652.1,64406.8,1656315,462351.1,470.1,316.4,153.7,107000,9542.2,89.18,107.1,Yes
Brooklyn,56250,Multifamily Housing,56500,1924,1,100,Whole Building,Whole Building,65,103,110.8,3.4,1,141,5145274.3,55986.2,676277.2,194699.8,336,273.3,62.8,56500,3,0.05,133.2,No
Brooklyn,56940,Multifamily Housing,60153,1928,1,100,Whole Building,Whole Building,4,135.3,142.6,7.5,1.2,203.3,6541699.9,70345.5,1595961.5,452290.3,495.6,347.5,148.1,60153,6967.5,115.83,197.5,Yes
Brooklyn,52630,Multifamily Housing,52630,1924,1,100,Whole Building,Whole Building,88,74.4,79.7,1.3,0.8,93.2,3676799.8,39544.8,240252.6,70414,217.6,195.3,22.3,52630,8305.3,157.8,87.7,Yes
Brooklyn,64520,Office,44300,1931,1,100,Whole Building,Whole Building,Not Available,43.2,Not Available,Not Available,Not Available,Not Available,815771.2,Not Available,1950844.4,Not Available,224.4,43.3,181,64000,Not Available,Not Available,109.1,No
Brooklyn,78000,Multifamily Housing,80000,1914,1,100,Whole Building,Not Available,1,79.9,81.9,17.2,0.2,208.7,1697000,18523.3,4696785.5,1376548.9,526,90.1,435.9,80000,5060.3,63.25,206.6,No
Brooklyn,57800,Non-Refrigerated Warehouse,49000,1960,1,100,Whole Building,Whole Building,Not Available,64.1,64.1,15.2,0.1,175.7,663089.6,6630.9,2800502.2,820780.1,295.1,35.2,259.9,54000,186.3,3.45,175.7,No
Brooklyn,63403,Multifamily Housing,60357,2008,1,100,Whole Building,Whole Building,57,76.9,81.4,5.6,0.6,125.1,3478065.7,37667,1160875.2,335684.1,292.5,184.7,107.7,60357,3073.7,50.93,120.9,Yes
Brooklyn,66668,Multifamily Housing,67000,2007,1,100,Whole Building,Not Available,32,50.9,52.3,10.2,0.2,127.8,1072000.1,11695.2,2336500,684788.9,273.8,56.9,216.8,67000,3343,49.9,126.3,Yes
Brooklyn,66978,Multifamily Housing,67200,2009,1,100,Whole Building,Whole Building,82,60.4,63,4.6,0.5,99.1,2969414.8,31748.6,1091737.5,310172.2,259,157.7,101.3,67200,2241.6,33.36,97.4,Yes
Brooklyn,90095,Multifamily Housing,94600,1982,1,100,Whole Building,Not Available,50,92.5,96.3,7.1,0.7,151.8,6415000.1,68182.9,2331344.6,672084.6,557.1,340.7,216.3,94600,Not Available,Not Available,148.6,No
Brooklyn,53550,Multifamily Housing,53550,1929,1,100,Whole Building,Not Available,47,93.6,98.6,3.7,0.9,129.8,4327500.2,46053.7,682417.2,197188,293.2,229.9,63.3,53550,4335.4,80.96,124.9,No
Brooklyn,129654,Adult Education,129654,1930,1,100,Whole Building,Not Available,Not Available,48.9,Not Available,11.7,Not Available,Not Available,1103112.4,Not Available,5240259.5,1511843,544.9,58.6,486.3,129654,Not Available,Not Available,135.8,No
Brooklyn,87429,Multifamily Housing,87429,2009,1,95,Whole Building,Whole Building,83,70.1,69.9,4.7,0.5,106.8,4654099.7,47164.1,1474099.1,409582.2,384,247.2,136.8,87429,Not Available,Not Available,108.8,No
Brooklyn,75810,Multifamily Housing,80436,2009,1,95,Whole Building,Whole Building,78,70.1,72.1,5.1,0.5,112.4,4195877.5,43929,1441702.1,413187.2,356.7,222.9,133.8,80436,6183.4,76.87,111.1,Yes
Brooklyn,75000,Multifamily Housing,62838,1983,1,100,Whole Building,Whole Building,1,185.9,196.3,8.4,1.6,265.5,9651800.2,103326,1820397.6,525128.1,697,528.1,168.9,62838,7124.4,113.38,255.6,Yes
Brooklyn,64600,Multifamily Housing,64600,1977,1,100,Whole Building,Whole Building,67,47.9,49.8,14.6,Not Available,156.4,Not Available,Not Available,3095741.7,942869.9,287.3,0,287.3,64600,Not Available,Not Available,150.5,No
Brooklyn,158100,Multifamily Housing,158100,1977,1,100,Whole Building,Whole Building,26,47.9,49.8,14.6,Not Available,156.4,Not Available,Not Available,7576434.5,2307554.7,703.1,0,703.1,158100,Not Available,Not Available,150.5,Yes
Brooklyn,91600,Multifamily Housing,91600,1977,1,100,Whole Building,Not Available,13,47.9,49.8,14.6,Not Available,156.4,Not Available,Not Available,4389631.6,1336949.8,407.4,0,407.4,91600,Not Available,Not Available,150.5,No
Brooklyn,81000,Multifamily Housing,81000,1977,1,100,Whole Building,Not Available,41,47.9,49.8,14.6,Not Available,156.4,Not Available,Not Available,3881657.1,1182236.4,360.2,0,360.2,81000,Not Available,Not Available,150.5,No
Brooklyn,129000,Multifamily Housing,129000,1977,1,100,Whole Building,Not Available,33,47.9,49.8,14.6,Not Available,156.4,Not Available,Not Available,6181903.3,1882822.6,573.7,0,573.7,129000,Not Available,Not Available,150.5,No
Brooklyn,59723,Multifamily Housing,59670,2014,1,100,Whole Building,Whole Building,100,44.7,47.2,2.2,0.4,65,2223637,23719.7,442845.1,129823.6,159.2,118.1,41.1,59670,2034.1,34.09,62.4,No
Brooklyn,75233,Multifamily Housing,76091,2009,1,95,Whole Building,Whole Building,78,71.5,71.9,5.7,0.5,116.3,3916783.8,39864.4,1524014.2,435083.7,349.5,208,141.4,76091,6082.1,79.93,116.9,Yes
Brooklyn,298933,Multifamily Housing,239983,1976,2,100,Whole Building,Whole Building,Not Available,115.2,119.7,6.4,1,171.7,24902438.8,263113.3,6104059.4,1735334.9,1889.1,1322.7,566.5,269233,Not Available,Not Available,168.3,Yes
Brooklyn,216569,Multifamily Housing,214948,1976,2,100,Whole Building,Whole Building,33,114.7,119.5,5.9,1,167.5,20244328,213578.4,4416435.1,1266651.2,1485.1,1075.3,409.8,214948,Not Available,Not Available,163.4,No
Brooklyn,57200,Multifamily Housing,57200,1977,1,100,Whole Building,Whole Building,26,47.9,49.8,14.6,Not Available,156.4,Not Available,Not Available,2741121.7,834863.6,254.4,0,254.4,57200,Not Available,Not Available,150.5,No
Brooklyn,83633,Multifamily Housing,86978,2008,1,100,Whole Building,Whole Building,82,40.6,43.1,5.6,0.2,85.5,1855952.6,20760.8,1673904.8,490593.4,253.9,98.6,155.3,86978,Not Available,Not Available,82.8,Yes
Brooklyn,95000,Multifamily Housing,97850,2011,1,100,Whole Building,Not Available,88,58.9,63,5.5,0.4,105.3,3931401.1,43230.7,1836725.8,538313.5,379.3,208.8,170.4,97850,Not Available,Not Available,101.1,Yes
Brooklyn,97000,Multifamily Housing,96980,1978,1,100,Whole Building,Not Available,22,103.9,106.9,8.4,0.7,171.5,6403830.6,67234.6,2796349.3,810720.4,665.6,406.1,259.5,96980,Not Available,Not Available,169,No
Brooklyn,55808,Self-Storage Facility,55808,1930,1,0,Whole Building,Whole Building,Not Available,0.3,0.3,0.1,Not Available,0.9,Not Available,Not Available,16174.8,4740.6,1.5,0,1.5,55808,8.8,0.16,0.9,No
Brooklyn,53864,Multifamily Housing,55479,2009,1,100,Whole Building,Not Available,99,22.9,22.3,4.9,0.1,58.6,305488.2,3054.9,966277.3,273625.8,105.9,16.2,89.7,55479,2883.7,51.98,60.5,No
Brooklyn,51900,Multifamily Housing,51900,1930,1,100,Whole Building,Not Available,78,59,63,3,0.5,87.3,2521532.4,27436.6,541726.7,153950.4,184.2,133.9,50.3,51900,Not Available,Not Available,83.8,No
Brooklyn,158620,Multifamily Housing,158,1948,1,100,Whole Building,Whole Building,Not Available,112173.6,111918.4,6259.4,905.6,162150.3,14308700,143087,3414729.7,988979.9,1076.9,760,316.9,158,Not Available,Not Available,162951.8,Yes
Brooklyn,79796,Multifamily Housing,64496,2012,1,100,Whole Building,Whole Building,94,90.2,96.5,4.8,0.8,135.8,4737001.7,51567.9,1077781.1,312358.7,351.6,251.6,100,64496,4307.9,66.79,129.6,Yes
Brooklyn,245538,Multifamily Housing,336430,1974,1,100,Whole Building,Whole Building,8,140.5,146,10,1.1,224.6,36259700.2,383194.6,11844690,3422778.8,3025.1,1925.9,1099.2,342430,Not Available,Not Available,219.8,No
Brooklyn,398223,Multifamily Housing,438045,1962,1,100,Whole Building,Whole Building,80,63.9,Not Available,4.2,Not Available,Not Available,21629658.3,Not Available,6358031.2,1840459.5,1738.9,1148.9,590,438045,Not Available,Not Available,97.4,Yes
Brooklyn,445950,Multifamily Housing,445950,1958,1,100,Whole Building,Whole Building,28,79.7,83.8,4.9,0.6,123,25347302.5,272520.2,7810156.2,2201659.6,2248.8,1524,724.8,445950,Not Available,Not Available,120.1,Yes
Brooklyn,195000,Distribution Center,102980,1969,1,100,Whole Building,Whole Building,34,66.2,71.4,10.4,0.4,149.4,5440900.1,63727.4,6324372.8,1853567.4,875.9,289,586.9,177711,0,0,143.9,No
Brooklyn,131625,Non-Refrigerated Warehouse,130000,1968,1,100,Whole Building,Not Available,99,6.7,Not Available,1.8,Not Available,Not Available,86100,Not Available,787330.4,230753.3,77.6,4.6,73.1,130000,301.7,2.32,19.7,Yes
Brooklyn,57441,Non-Refrigerated Warehouse,57441,2000,1,100,Whole Building,Whole Building,89,17.6,19.1,3.3,0.1,43.6,385900,4509.6,622191.8,189496.5,78.2,20.5,57.7,57441,357,6.22,41.1,Yes
Brooklyn,62035,Self-Storage Facility,42128,2008,1,90,Whole Building,Whole Building,Not Available,21.9,23.4,4,0.1,52.9,351964,4139.6,570908.7,167323.8,71.7,18.7,53,42128,0.1,0,51.3,Yes
Brooklyn,141500,Residence Hall/Dormitory,141500,1928,1,100,Whole Building,Whole Building,35,108.4,107.8,11.7,0.7,196.3,9625300,96253,5706767.6,1649562.1,1040.8,511.2,529.6,141500,Not Available,Not Available,198.1,No
Brooklyn,65500,Residence Hall/Dormitory,65500,1927,1,100,Whole Building,Not Available,96,63.5,63.5,0.2,0.6,67.9,4122900.1,41229,35579.1,10992.8,222.3,219,3.3,65500,Not Available,Not Available,67.8,No
Brooklyn,65500,Multifamily Housing,80000,1927,1,100,Whole Building,Whole Building,1,132.7,Not Available,30.8,Not Available,Not Available,2551827.9,Not Available,8061642.9,2464073.7,883.7,135.5,748.1,80000,Not Available,Not Available,349.9,Yes
Brooklyn,58420,K-12 School,58420,1969,1,100,Whole Building,Whole Building,81,43.5,45.8,4.4,0.3,79.7,1661090.7,17944.9,882042.4,258511.8,170.1,88.2,81.9,58420,940.6,16.1,77.3,Yes
Brooklyn,63000,Self-Storage Facility,63000,2007,1,100,Whole Building,Whole Building,Not Available,7.8,9.2,0,0,9.4,197353.1,2691.2,0,0,37.7,10.5,27.2,63000,53.8,0.85,7.9,Yes
Brooklyn,80700,Multifamily Housing,96840,1956,1,100,Whole Building,Not Available,100,12.2,Not Available,Not Available,Not Available,Not Available,195864.9,Not Available,952756.9,Not Available,101.5,13.1,88.4,96840,Not Available,Not Available,33.4,No
Brooklyn,70000,Manufacturing/Industrial Plant,63000,1990,1,100,Whole Building,Whole Building,Not Available,47.6,52.3,3.9,0.4,82.8,2398130.9,27326.2,931498,273006.4,213.8,127.4,86.4,70000,498.9,7.13,77.8,Yes
Brooklyn,87120,Non-Refrigerated Warehouse,91476,2001,1,100,Whole Building,Not Available,75,28,32.7,1.1,0.3,42.4,2212699.9,26428.8,352118.4,103200,150.2,117.5,32.7,91476,Not Available,Not Available,37.5,Yes
Brooklyn,165466,Multifamily Housing,165466,1972,1,100,Whole Building,Not Available,9,135.5,140,8.4,1.1,207,17508200.6,184292.5,4911624.9,1390305.5,1385.7,929.9,455.8,165466,Not Available,Not Available,204.3,No
Brooklyn,123910,Multifamily Housing,123910,1988,6,100,Whole Building,Whole Building,13,106.8,114,8.3,0.9,179,9790569.3,106154,3448776.9,1030383.1,840.1,520,320,123910,4691.7,37.86,170.4,No
Brooklyn,111007,Multifamily Housing,208039,2007,1,100,Whole Building,Not Available,38,61.1,63.4,6,0.4,109.2,8402307.4,89450.4,4300561.3,1244276.4,845.4,446.3,399.1,208039,Not Available,Not Available,107.3,Yes
Brooklyn,57105,Multifamily Housing,62816,2000,1,100,Whole Building,Not Available,71,33.9,33.9,9.9,Not Available,106.4,Not Available,Not Available,2128930.5,623953.8,197.6,0,197.6,62816,4096.7,65.22,106.4,Yes
Brooklyn,87081,Multifamily Housing,92305,2010,1,100,Whole Building,Whole Building,54,42.6,42.6,12.5,Not Available,133.9,Not Available,Not Available,3936512.9,1153725.8,365.3,0,365.3,92305,1245.1,13.49,133.9,Yes
Brooklyn,84005,Multifamily Housing,129651,1997,1,100,Whole Building,Not Available,69,64.3,67.7,4,0.5,99.7,6559300.3,70101.5,1771008.8,519052.9,512.7,348.4,164.3,129651,6186.1,47.71,96,Yes
