"","Borough","DOF.Gross.Floor.Area","Primary.Property.Type...Self.Selected","Largest.Property.Use.Type","Largest.Property.Use.Type...Gross.Floor.Area..ft..","Year.Built","Number.of.Buildings...Self.reported","Occupancy","Metered.Areas...Water.","Score","Site.EUI..kBtu.ft..","Weather.Normalized.Site.EUI..kBtu.ft..","Weather.Normalized.Site.Electricity.Intensity..kWh.ft..","Weather.Normalized.Site.Natural.Gas.Intensity..therms.ft..","Weather.Normalized.Source.EUI..kBtu.ft..","Natural.Gas.Use..kBtu.","Weather.Normalized.Site.Natural.Gas.Use..therms.","Electricity.Use...Grid.Purchase..kBtu.","Weather.Normalized.Site.Electricity..kWh.","Total.GHG.Emissions..Metric.Tons.CO2e.","Direct.GHG.Emissions..Metric.Tons.CO2e.","Indirect.GHG.Emissions..Metric.Tons.CO2e.","Property.GFA...Self.Reported..ft..","Water.Use..All.Water.Sources...kgal.","Water.Intensity..All.Water.Sources...gal.ft..","Source.EUI..kBtu.ft..","Water.Required.","building_type"
"10004","Queens",73293,"Multifamily Housing","Multifamily Housing",76956,1953,1,100,"WholeBuilding",31,103.2,109.2,5.8,0.9,156.3,6351100,68701.8,1590015.9,449113.1,484.9,337.3,147.6,76956,6544,85.04,151.5,"Yes","MultiFamilyHousing"
"10005","Queens",72868,"Multifamily Housing","Multifamily Housing",76510,1962,1,100,"Other",73,89.7,95,4.8,0.8,133.8,5291070.4,57397.8,1299364.6,367240.8,422.1,301.5,120.6,76510,3802.3,49.7,129.6,"Yes","MultiFamilyHousing"
"10006","Queens",61830,"Multifamily Housing","Multifamily Housing",72135,1927,1,100,"Other",65,69,68.7,2.6,0.6,90.7,4309999.9,43100,664913.7,188570.5,290.6,228.9,61.7,72135,NA,NA,91.7,"Yes","MultiFamilyHousing"
"10008","Queens",95684,"Multifamily Housing","Multifamily Housing",95684,1951,1,100,"WholeBuilding",12,98.7,104.5,6.5,0.8,156,7266600.3,78793.4,2178678,621413.2,588.1,386,202.2,95684,NA,NA,151.2,"Yes","MultiFamilyHousing"
"10010","Queens",99000,"Multifamily Housing","Multifamily Housing",91000,1921,1,100,"Other",28,101.4,107.3,6.2,0.9,157.2,7839500,85093.2,2195166.6,618504.2,620.1,416.4,203.7,99000,NA,NA,152.8,"Yes","MultiFamilyHousing"
"10011","Queens",67468,"Multifamily Housing","Multifamily Housing",67468,1925,1,100,"WholeBuilding",64,90.7,NA,NA,NA,NA,6111500.9,NA,1029178.1,NA,420.1,324.6,95.5,78712,NA,NA,122.6,"Yes","MultiFamilyHousing"
"10012","Queens",83000,"Multifamily Housing","Multifamily Housing",83000,1928,1,100,"WholeBuilding",58,87.8,93.3,4.6,0.8,130.7,5955151,64430.1,1334388.9,381189.5,440.1,316.3,123.8,83000,8276.4,99.72,125.8,"No","MultiFamilyHousing"
"10013","Queens",57920,"Multifamily Housing","Multifamily Housing",67573,1926,1,100,"Other",3,11.2,11,3.2,NA,34.4,NA,NA,757916.7,217122.9,70.3,0,70.3,67573,NA,NA,35.2,"Yes","MultiFamilyHousing"
"10014","Queens",60000,"Multifamily Housing","Multifamily Housing",70000,1932,1,100,"WholeBuilding",50,80.3,86,3.8,0.7,117.6,4678000,51034.3,940244,268220.1,335.7,248.5,87.3,70000,5383.4,76.91,112.3,"Yes","MultiFamilyHousing"
"10015","Queens",72072,"Multifamily Housing","Multifamily Housing",76230,1963,1,100,"WholeBuilding",39,112.1,NA,4.6,0.1,NA,644796.2,6448,1247704.3,348005.9,643.7,527.9,115.8,76230,7185.2,94.26,148.4,"No","MultiFamilyHousing"
"10016","Queens",55560,"Multifamily Housing","Multifamily Housing",58338,1928,1,100,"WholeBuilding",25,99.8,107.9,3.8,1,140.1,5035522.4,55449.9,786488,219392.8,340.4,267.5,73,58338,5573.7,95.54,133,"Yes","MultiFamilyHousing"
"10017","Queens",61614,"Multifamily Housing","Multifamily Housing",52561,2010,1,100,"Other",3,19.1,18.5,5.4,NA,58.2,NA,NA,1178948,334699.9,109.4,0,109.4,61614,NA,NA,60.1,"Yes","MultiFamilyHousing"
"10019","Queens",128535,"Multifamily Housing","Multifamily Housing",154166,1970,1,100,"WholeBuilding",94,58.4,58.4,3.7,0.3,86.7,4075149.9,40751.5,1929878.4,565614.9,618.4,439.3,179.1,154166,7657.6,49.67,86.7,"Yes","MultiFamilyHousing"
"10020","Queens",57291,"Multifamily Housing","Multifamily Housing",57291,1925,1,95,"WholeBuilding",12,113.4,119.7,3.4,1,150,5386000,57720.6,696283.4,197286.3,381.4,316.8,64.6,57291,4699.4,82.03,144.2,"Yes","MultiFamilyHousing"
"10021","Queens",76278,"Multifamily Housing","Multifamily Housing",76200,1965,1,100,"WholeBuilding",79,153.4,152.8,5.3,1.2,197.2,8920099.9,89201,1422852.5,402186,708.2,576.2,132,76400,5192.5,67.96,199.3,"No","MultiFamilyHousing"
"10022","Queens",90770,"Multifamily Housing","Multifamily Housing",90770,1950,1,100,"WholeBuilding",63,88.1,94.3,4.8,0,130.2,280500,2805,1541857.8,435612.9,623,479.9,143.1,90770,7221.7,79.56,125.3,"Yes","MultiFamilyHousing"
"10023","Queens",67416,"Multifamily Housing","Multifamily Housing",67416,1964,1,100,"WholeBuilding",18,105.4,112.1,5,0,149.7,311875.1,3165.2,1197756.5,335920.7,548.9,437.7,111.2,67416,3252.5,48.25,144.4,"Yes","MultiFamilyHousing"
"10024","Queens",66510,"Multifamily Housing","Multifamily Housing",53738,2013,1,100,"WholeBuilding",54,74.1,77.5,6.7,0.5,129.3,2697906.2,29373.8,1284762.8,360469.7,262.5,143.3,119.2,53738,2295.5,42.72,127.8,"Yes","MultiFamilyHousing"
"10026","Queens",54000,"Multifamily Housing","Multifamily Housing",66825,1955,1,100,"Other",89,59.6,62.7,3.2,0.5,88.9,3202607.9,34477.3,779309.4,216693.7,242.4,170.1,72.3,66825,NA,NA,86.9,"Yes","MultiFamilyHousing"
"10027","Queens",85804,"Multifamily Housing","Multifamily Housing",94384,1931,1,100,"WholeBuilding",93,65.2,69.8,3,0.6,94.5,5169438.9,56280.8,986303.9,281200.9,366.1,274.6,91.5,94384,5567.8,58.99,90.3,"Yes","MultiFamilyHousing"
